"","X","State","Row.ID","Order.ID","Order_Date","Ship.Date","Ship_Mode","Customer.ID","Customer_Name","Segment","City","Region","Product_ID","Category","Sub_Category","Sales","Quantity","Discount","Profit","Latitude","Longitude","code"
"6346",6346,"North Carolina",4603,"US-2015-113327",2015-05-26,"5/29/2015","Second Class","BF-11170","Ben Ferrer","Home Office","Jacksonville","South","OFF-PA-10003790","Office Supplies","Paper",18.272,1,0.2,5.9384,35.2145629,-79.8912675,37
"6347",6347,"North Carolina",685,"US-2017-168116",2017-11-04,"11/4/2017","Same Day","GT-14635","Grant Thornton","Corporate","Burlington","South","OFF-AP-10002457","Office Supplies","Appliances",167.44,2,0.2,14.651,35.2145629,-79.8912675,37
"6348",6348,"North Carolina",4568,"US-2017-149510",2017-12-03,"12/10/2017","Standard Class","MC-17575","Matt Collins","Consumer","Fayetteville","South","OFF-PA-10001892","Office Supplies","Paper",24.448,4,0.2,8.8624,35.2145629,-79.8912675,37
"6349",6349,"North Carolina",4080,"CA-2015-165414",2015-12-21,"12/24/2015","First Class","LS-17245","Lynn Smith","Consumer","Jacksonville","South","TEC-PH-10002293","Technology","Phones",47.976,3,0.2,4.7976,35.2145629,-79.8912675,37
"6350",6350,"North Carolina",3519,"US-2016-113649",2016-08-09,"8/12/2016","First Class","HA-14920","Helen Andreada","Consumer","Fayetteville","South","OFF-AP-10002518","Office Supplies","Appliances",569.536,4,0.2,64.0728,35.2145629,-79.8912675,37
"6351",6351,"North Carolina",8851,"CA-2015-140718",2015-07-02,"7/4/2015","First Class","FA-14230","Frank Atkinson","Corporate","Raleigh","South","OFF-BI-10004728","Office Supplies","Binders",2.892,2,0.7,-2.3136,35.2145629,-79.8912675,37
"6352",6352,"North Carolina",5083,"CA-2016-155138",2016-09-08,"9/12/2016","Standard Class","JM-15580","Jill Matthias","Consumer","Monroe","South","TEC-AC-10004209","Technology","Accessories",35.168,4,0.2,8.3524,35.2145629,-79.8912675,37
"6353",6353,"North Carolina",5461,"US-2014-107405",2014-03-21,"3/25/2014","Standard Class","TS-21205","Thomas Seio","Corporate","Asheville","South","OFF-ST-10002301","Office Supplies","Storage",16.272,1,0.2,-3.8646,35.2145629,-79.8912675,37
"6354",6354,"North Carolina",1206,"CA-2017-133235",2017-08-01,"8/4/2017","First Class","LH-16750","Larry Hughes","Consumer","Charlotte","South","TEC-PH-10002660","Technology","Phones",271.96,5,0.2,16.9975,35.2145629,-79.8912675,37
"6355",6355,"North Carolina",1735,"CA-2017-101483",2017-07-29,"8/1/2017","Second Class","AG-10675","Anna Gayman","Consumer","Jacksonville","South","OFF-AP-10002082","Office Supplies","Appliances",34.848,2,0.2,6.534,35.2145629,-79.8912675,37
"6356",6356,"North Carolina",6636,"CA-2017-144498",2017-05-06,"5/6/2017","Same Day","MB-18085","Mick Brown","Consumer","Charlotte","South","TEC-PH-10004977","Technology","Phones",627.168,4,0.2,70.5564,35.2145629,-79.8912675,37
"6357",6357,"North Carolina",7370,"CA-2015-110345",2015-03-09,"3/11/2015","Second Class","TG-21310","Toby Gnade","Consumer","Raleigh","South","OFF-LA-10001175","Office Supplies","Labels",4.608,2,0.2,1.6704,35.2145629,-79.8912675,37
"6358",6358,"North Carolina",2970,"CA-2017-167941",2017-11-06,"11/9/2017","Second Class","JF-15565","Jill Fjeld","Consumer","Fayetteville","South","OFF-PA-10001800","Office Supplies","Paper",31.104,6,0.2,10.8864,35.2145629,-79.8912675,37
"6359",6359,"North Carolina",6790,"CA-2015-161445",2015-09-07,"9/9/2015","Second Class","CC-12610","Corey Catlett","Corporate","Durham","South","OFF-AR-10001953","Office Supplies","Art",140.736,4,0.2,12.3144,35.2145629,-79.8912675,37
"6360",6360,"North Carolina",431,"US-2016-123750",2016-04-15,"4/21/2016","Standard Class","RB-19795","Ross Baird","Home Office","Gastonia","South","TEC-AC-10004659","Technology","Accessories",408.744,7,0.2,76.6395,35.2145629,-79.8912675,37
"6361",6361,"North Carolina",9418,"CA-2014-148285",2014-10-27,"11/1/2014","Standard Class","RD-19810","Ross DeVincentis","Home Office","Fayetteville","South","OFF-PA-10001166","Office Supplies","Paper",10.368,2,0.2,3.6288,35.2145629,-79.8912675,37
"6362",6362,"North Carolina",4769,"CA-2017-158883",2017-06-02,"6/3/2017","Same Day","CS-11860","Cari Schnelling","Consumer","Jacksonville","South","OFF-PA-10004733","Office Supplies","Paper",25.344,4,0.2,9.1872,35.2145629,-79.8912675,37
"6363",6363,"North Carolina",4606,"US-2015-113327",2015-05-26,"5/29/2015","Second Class","BF-11170","Ben Ferrer","Home Office","Jacksonville","South","TEC-AC-10003628","Technology","Accessories",167.944,7,0.2,50.3832,35.2145629,-79.8912675,37
"6364",6364,"North Carolina",8772,"CA-2017-115882",2017-09-14,"9/17/2017","First Class","DB-13555","Dorothy Badders","Corporate","Raleigh","South","OFF-AP-10002534","Office Supplies","Appliances",942.784,4,0.2,94.2784,35.2145629,-79.8912675,37
"6365",6365,"North Carolina",4604,"US-2015-113327",2015-05-26,"5/29/2015","Second Class","BF-11170","Ben Ferrer","Home Office","Jacksonville","South","OFF-PA-10003134","Office Supplies","Paper",153.728,4,0.2,53.8048,35.2145629,-79.8912675,37
"6366",6366,"North Carolina",7714,"CA-2017-139353",2017-10-28,"10/30/2017","Second Class","JM-15250","Janet Martin","Consumer","Fayetteville","South","OFF-PA-10000300","Office Supplies","Paper",47.952,3,0.2,16.1838,35.2145629,-79.8912675,37
"6367",6367,"North Carolina",267,"CA-2017-136826",2017-06-16,"6/20/2017","Standard Class","CB-12535","Claudia Bergmann","Corporate","Chapel Hill","South","OFF-AR-10003602","Office Supplies","Art",14.016,3,0.2,4.7304,35.2145629,-79.8912675,37
"6368",6368,"North Carolina",7081,"CA-2016-106950",2016-09-02,"9/6/2016","Standard Class","JE-15715","Joe Elijah","Consumer","Charlotte","South","FUR-TA-10001768","Furniture","Tables",472.518,3,0.4,-149.6307,35.2145629,-79.8912675,37
"6369",6369,"North Carolina",2267,"CA-2017-149146",2017-10-12,"10/12/2017","Same Day","SM-20320","Sean Miller","Home Office","Monroe","South","OFF-PA-10003919","Office Supplies","Paper",7.968,2,0.2,2.6892,35.2145629,-79.8912675,37
"6370",6370,"North Carolina",6433,"CA-2014-165764",2014-11-03,"11/7/2014","Standard Class","SH-20395","Shahid Hopkins","Consumer","Jacksonville","South","FUR-FU-10001468","Furniture","Furnishings",410.352,3,0.2,-51.294,35.2145629,-79.8912675,37
"6371",6371,"North Carolina",8860,"US-2017-114356",2017-08-20,"8/26/2017","Standard Class","TT-21460","Tonja Turnell","Home Office","Charlotte","South","TEC-PH-10003171","Technology","Phones",35.96,1,0.2,3.596,35.2145629,-79.8912675,37
"6372",6372,"North Carolina",7785,"CA-2016-162236",2016-11-04,"11/6/2016","Second Class","ER-13855","Elpida Rittenbach","Corporate","Charlotte","South","OFF-SU-10003505","Office Supplies","Supplies",185.376,2,0.2,-34.758,35.2145629,-79.8912675,37
"6373",6373,"North Carolina",2636,"CA-2015-116750",2015-07-05,"7/10/2015","Second Class","BF-10975","Barbara Fisher","Corporate","Fayetteville","South","OFF-BI-10004728","Office Supplies","Binders",7.23,5,0.7,-5.784,35.2145629,-79.8912675,37
"6374",6374,"North Carolina",4683,"CA-2016-127698",2016-12-01,"12/1/2016","Same Day","MV-18190","Mike Vittorini","Consumer","Raleigh","South","TEC-PH-10003811","Technology","Phones",863.928,9,0.2,86.3928,35.2145629,-79.8912675,37
"6375",6375,"North Carolina",9458,"CA-2017-151855",2017-05-27,"6/3/2017","Standard Class","BW-11110","Bart Watters","Corporate","Greensboro","South","OFF-BI-10004209","Office Supplies","Binders",12.06,5,0.7,-10.05,35.2145629,-79.8912675,37
"6376",6376,"North Carolina",9419,"CA-2014-148285",2014-10-27,"11/1/2014","Standard Class","RD-19810","Ross DeVincentis","Home Office","Fayetteville","South","OFF-PA-10000349","Office Supplies","Paper",11.952,3,0.2,4.0338,35.2145629,-79.8912675,37
"6377",6377,"North Carolina",2858,"CA-2016-154690",2016-08-15,"8/17/2016","Second Class","CC-12370","Christopher Conant","Consumer","Fayetteville","South","FUR-CH-10000988","Furniture","Chairs",225.296,2,0.2,22.5296,35.2145629,-79.8912675,37
"6378",6378,"North Carolina",9136,"CA-2016-124254",2016-04-12,"4/17/2016","Standard Class","TB-21175","Thomas Boland","Corporate","Wilson","South","OFF-ST-10000060","Office Supplies","Storage",51.984,1,0.2,-5.1984,35.2145629,-79.8912675,37
"6379",6379,"North Carolina",7082,"CA-2016-106950",2016-09-02,"9/6/2016","Standard Class","JE-15715","Joe Elijah","Consumer","Charlotte","South","TEC-AC-10002049","Technology","Accessories",1012.68,3,0.2,303.804,35.2145629,-79.8912675,37
"6380",6380,"North Carolina",8989,"CA-2015-123092",2015-12-03,"12/7/2015","Standard Class","JG-15115","Jack Garza","Consumer","Jacksonville","South","OFF-AR-10004078","Office Supplies","Art",9.344,2,0.2,1.168,35.2145629,-79.8912675,37
"6381",6381,"North Carolina",1090,"CA-2017-158407",2017-06-04,"6/10/2017","Standard Class","LW-16990","Lindsay Williams","Corporate","Monroe","South","FUR-FU-10001967","Furniture","Furnishings",31.984,2,0.2,1.999,35.2145629,-79.8912675,37
"6382",6382,"North Carolina",8650,"CA-2016-164574",2016-07-29,"8/3/2016","Standard Class","RH-19555","Ritsa Hightower","Consumer","Charlotte","South","OFF-BI-10002429","Office Supplies","Binders",27.396,3,0.7,-20.0904,35.2145629,-79.8912675,37
"6383",6383,"North Carolina",7784,"CA-2016-162236",2016-11-04,"11/6/2016","Second Class","ER-13855","Elpida Rittenbach","Corporate","Charlotte","South","FUR-TA-10002533","Furniture","Tables",876.3,10,0.4,-292.1,35.2145629,-79.8912675,37
"6384",6384,"North Carolina",8194,"CA-2015-141327",2015-11-30,"12/3/2015","First Class","LR-16915","Lena Radford","Consumer","Durham","South","OFF-AP-10001293","Office Supplies","Appliances",98.352,3,0.2,9.8352,35.2145629,-79.8912675,37
"6385",6385,"North Carolina",7273,"US-2016-150357",2016-10-10,"10/14/2016","Standard Class","EB-13975","Erica Bern","Corporate","Greensboro","South","OFF-SU-10004498","Office Supplies","Supplies",20.608,2,0.2,-4.3792,35.2145629,-79.8912675,37
"6386",6386,"North Carolina",9089,"CA-2015-150308",2015-12-15,"12/20/2015","Standard Class","RR-19525","Rick Reed","Corporate","Cary","South","TEC-PH-10001433","Technology","Phones",246.168,3,0.2,21.5397,35.2145629,-79.8912675,37
"6387",6387,"North Carolina",3487,"US-2016-134761",2016-11-30,"11/30/2016","Same Day","DB-13210","Dean Braden","Consumer","Hickory","South","TEC-PH-10002890","Technology","Phones",36.192,1,0.2,2.7144,35.2145629,-79.8912675,37
"6388",6388,"North Carolina",3966,"CA-2014-164910",2014-11-12,"11/17/2014","Second Class","DM-13345","Denise Monton","Corporate","Asheville","South","OFF-AR-10003651","Office Supplies","Art",7.872,3,0.2,0.8856,35.2145629,-79.8912675,37
"6389",6389,"North Carolina",4068,"CA-2014-102673",2014-11-01,"11/5/2014","Standard Class","KH-16630","Ken Heidel","Corporate","Charlotte","South","OFF-LA-10001771","Office Supplies","Labels",47.808,12,0.2,15.5376,35.2145629,-79.8912675,37
"6390",6390,"North Carolina",8319,"CA-2017-130904",2017-04-11,"4/16/2017","Standard Class","HM-14980","Henry MacAllister","Consumer","Burlington","South","OFF-AR-10000127","Office Supplies","Art",20.992,8,0.2,2.3616,35.2145629,-79.8912675,37
"6391",6391,"North Carolina",8645,"CA-2015-108259",2015-11-08,"11/15/2015","Standard Class","NS-18640","Noel Staavos","Corporate","Jacksonville","South","OFF-BI-10000315","Office Supplies","Binders",39.879,7,0.7,-29.2446,35.2145629,-79.8912675,37
"6392",6392,"North Carolina",8643,"CA-2015-108259",2015-11-08,"11/15/2015","Standard Class","NS-18640","Noel Staavos","Corporate","Jacksonville","South","OFF-FA-10000624","Office Supplies","Fasteners",31.504,11,0.2,11.814,35.2145629,-79.8912675,37
"6393",6393,"North Carolina",5607,"CA-2016-134516",2016-09-20,"9/25/2016","Standard Class","FM-14215","Filia McAdams","Corporate","Greensboro","South","FUR-CH-10002880","Furniture","Chairs",98.392,1,0.2,-11.0691,35.2145629,-79.8912675,37
"6394",6394,"North Carolina",8646,"CA-2015-108259",2015-11-08,"11/15/2015","Standard Class","NS-18640","Noel Staavos","Corporate","Jacksonville","South","FUR-FU-10000023","Furniture","Furnishings",4.712,1,0.2,1.4136,35.2145629,-79.8912675,37
"6395",6395,"North Carolina",8986,"CA-2015-123092",2015-12-03,"12/7/2015","Standard Class","JG-15115","Jack Garza","Consumer","Jacksonville","South","FUR-FU-10000222","Furniture","Furnishings",77.952,3,0.2,12.6672,35.2145629,-79.8912675,37
"6396",6396,"North Carolina",4878,"US-2014-155817",2014-10-03,"10/9/2014","Standard Class","SL-20155","Sara Luxemburg","Home Office","Durham","South","OFF-AR-10002335","Office Supplies","Art",6.192,3,0.2,0.4644,35.2145629,-79.8912675,37
"6397",6397,"North Carolina",4605,"US-2015-113327",2015-05-26,"5/29/2015","Second Class","BF-11170","Ben Ferrer","Home Office","Jacksonville","South","OFF-EN-10004459","Office Supplies","Envelopes",12.224,2,0.2,4.4312,35.2145629,-79.8912675,37
"6398",6398,"North Carolina",6431,"CA-2014-165764",2014-11-03,"11/7/2014","Standard Class","SH-20395","Shahid Hopkins","Consumer","Jacksonville","South","FUR-TA-10001768","Furniture","Tables",945.036,6,0.4,-299.2614,35.2145629,-79.8912675,37
"6399",6399,"North Carolina",9830,"US-2017-152842",2017-07-16,"7/23/2017","Standard Class","NF-18385","Natalie Fritzler","Consumer","Charlotte","South","FUR-CH-10004218","Furniture","Chairs",242.352,3,0.2,15.147,35.2145629,-79.8912675,37
"6400",6400,"North Carolina",7274,"US-2016-150357",2016-10-10,"10/14/2016","Standard Class","EB-13975","Erica Bern","Corporate","Greensboro","South","OFF-BI-10002557","Office Supplies","Binders",4.095,3,0.7,-2.73,35.2145629,-79.8912675,37
"6401",6401,"North Carolina",7153,"CA-2014-137911",2014-10-09,"10/15/2014","Standard Class","BP-11095","Bart Pistole","Corporate","Jacksonville","South","OFF-PA-10004071","Office Supplies","Paper",88.768,2,0.2,31.0688,35.2145629,-79.8912675,37
"6402",6402,"North Carolina",1039,"CA-2017-121818",2017-11-20,"11/21/2017","First Class","JH-15430","Jennifer Halladay","Consumer","Burlington","South","OFF-AR-10000203","Office Supplies","Art",23.968,7,0.2,2.6964,35.2145629,-79.8912675,37
"6403",6403,"North Carolina",430,"US-2016-123750",2016-04-15,"4/21/2016","Standard Class","RB-19795","Ross Baird","Home Office","Gastonia","South","OFF-BI-10004584","Office Supplies","Binders",189.588,2,0.7,-145.3508,35.2145629,-79.8912675,37
"6404",6404,"North Carolina",8282,"CA-2017-134810",2017-05-09,"5/10/2017","First Class","MC-17605","Matt Connell","Corporate","Jacksonville","South","FUR-CH-10001270","Furniture","Chairs",207,3,0.2,25.875,35.2145629,-79.8912675,37
"6405",6405,"North Carolina",4069,"CA-2014-102673",2014-11-01,"11/5/2014","Standard Class","KH-16630","Ken Heidel","Corporate","Charlotte","South","TEC-PH-10004434","Technology","Phones",978.84,9,0.2,110.1195,35.2145629,-79.8912675,37
"6406",6406,"North Carolina",6635,"CA-2017-144498",2017-05-06,"5/6/2017","Same Day","MB-18085","Mick Brown","Consumer","Charlotte","South","OFF-BI-10003982","Office Supplies","Binders",68.541,11,0.7,-52.5481,35.2145629,-79.8912675,37
"6407",6407,"North Carolina",7080,"CA-2016-106950",2016-09-02,"9/6/2016","Standard Class","JE-15715","Joe Elijah","Consumer","Charlotte","South","OFF-AR-10003560","Office Supplies","Art",19.456,4,0.2,3.4048,35.2145629,-79.8912675,37
"6408",6408,"North Carolina",7712,"CA-2017-139353",2017-10-28,"10/30/2017","Second Class","JM-15250","Janet Martin","Consumer","Fayetteville","South","FUR-FU-10001876","Furniture","Furnishings",77.952,3,0.2,15.5904,35.2145629,-79.8912675,37
"6409",6409,"North Carolina",6430,"CA-2014-165764",2014-11-03,"11/7/2014","Standard Class","SH-20395","Shahid Hopkins","Consumer","Jacksonville","South","OFF-ST-10001558","Office Supplies","Storage",25.984,2,0.2,-1.624,35.2145629,-79.8912675,37
"6410",6410,"North Carolina",7647,"US-2014-115196",2014-09-09,"9/13/2014","Standard Class","DL-12925","Daniel Lacy","Consumer","Greenville","South","TEC-MA-10002073","Technology","Machines",1299.99,2,0.5,-571.9956,35.2145629,-79.8912675,37
"6411",6411,"North Carolina",5758,"CA-2015-119634",2015-08-11,"8/16/2015","Standard Class","BW-11065","Barry Weirich","Consumer","Raleigh","South","FUR-FU-10004270","Furniture","Furnishings",46.152,3,0.2,12.1149,35.2145629,-79.8912675,37
"6412",6412,"North Carolina",2969,"CA-2017-167941",2017-11-06,"11/9/2017","Second Class","JF-15565","Jill Fjeld","Consumer","Fayetteville","South","OFF-AP-10002118","Office Supplies","Appliances",499.584,3,0.2,43.7136,35.2145629,-79.8912675,37
"6413",6413,"North Carolina",8397,"CA-2014-152254",2014-06-30,"6/30/2014","Same Day","BD-11620","Brian DeCherney","Consumer","Wilmington","South","OFF-PA-10001144","Office Supplies","Paper",310.688,7,0.2,108.7408,35.2145629,-79.8912675,37
"6414",6414,"North Carolina",7738,"CA-2017-108287",2017-12-18,"12/20/2017","First Class","AG-10330","Alex Grayson","Consumer","Charlotte","South","OFF-AR-10001315","Office Supplies","Art",12.672,9,0.2,1.4256,35.2145629,-79.8912675,37
"6415",6415,"North Carolina",84,"CA-2015-149734",2015-09-03,"9/8/2015","Standard Class","JC-16105","Julie Creighton","Corporate","Durham","South","OFF-EN-10000927","Office Supplies","Envelopes",200.984,7,0.2,62.8075,35.2145629,-79.8912675,37
"6416",6416,"North Carolina",2971,"CA-2017-167941",2017-11-06,"11/9/2017","Second Class","JF-15565","Jill Fjeld","Consumer","Fayetteville","South","OFF-BI-10002827","Office Supplies","Binders",13.272,8,0.7,-10.6176,35.2145629,-79.8912675,37
"6417",6417,"North Carolina",1769,"US-2014-158057",2014-03-22,"3/26/2014","Standard Class","CC-12685","Craig Carroll","Consumer","Greensboro","South","OFF-BI-10002735","Office Supplies","Binders",51.465,5,0.7,-39.4565,35.2145629,-79.8912675,37
"6418",6418,"North Carolina",2973,"CA-2017-167941",2017-11-06,"11/9/2017","Second Class","JF-15565","Jill Fjeld","Consumer","Fayetteville","South","OFF-ST-10000736","Office Supplies","Storage",259.136,4,0.2,-51.8272,35.2145629,-79.8912675,37
"6419",6419,"North Carolina",1394,"CA-2017-124828",2017-07-03,"7/4/2017","First Class","YS-21880","Yana Sorensen","Corporate","Burlington","South","OFF-AR-10003514","Office Supplies","Art",9.552,3,0.2,1.5522,35.2145629,-79.8912675,37
"6420",6420,"North Carolina",4066,"CA-2014-102673",2014-11-01,"11/5/2014","Standard Class","KH-16630","Ken Heidel","Corporate","Charlotte","South","OFF-FA-10003021","Office Supplies","Fasteners",7.52,5,0.2,1.41,35.2145629,-79.8912675,37
"6421",6421,"North Carolina",1091,"CA-2017-158407",2017-06-04,"6/10/2017","Standard Class","LW-16990","Lindsay Williams","Corporate","Monroe","South","TEC-PH-10001819","Technology","Phones",71.984,2,0.2,25.1944,35.2145629,-79.8912675,37
"6422",6422,"North Carolina",2929,"US-2017-120390",2017-10-19,"10/26/2017","Standard Class","TH-21550","Tracy Hopkins","Home Office","Burlington","South","OFF-BI-10004995","Office Supplies","Binders",1633.188,4,0.7,-1306.5504,35.2145629,-79.8912675,37
"6423",6423,"North Carolina",4064,"US-2014-130358",2014-06-23,"6/26/2014","First Class","DL-13330","Denise Leinenbach","Consumer","Concord","South","OFF-AR-10002766","Office Supplies","Art",20.016,9,0.2,1.7514,35.2145629,-79.8912675,37
"6424",6424,"North Carolina",875,"CA-2017-114636",2017-08-25,"8/29/2017","Standard Class","GA-14725","Guy Armstrong","Consumer","Charlotte","South","OFF-PA-10001790","Office Supplies","Paper",192.16,5,0.2,67.256,35.2145629,-79.8912675,37
"6425",6425,"North Carolina",5975,"CA-2016-135636",2016-10-08,"10/13/2016","Standard Class","DB-13615","Doug Bickford","Consumer","Charlotte","South","OFF-ST-10000676","Office Supplies","Storage",387.72,5,0.2,-67.851,35.2145629,-79.8912675,37
"6426",6426,"North Carolina",6703,"CA-2015-153535",2015-05-20,"5/24/2015","Standard Class","SG-20470","Sheri Gordon","Consumer","Wilson","South","OFF-BI-10001031","Office Supplies","Binders",6.408,4,0.7,-4.9128,35.2145629,-79.8912675,37
"6427",6427,"North Carolina",5316,"CA-2016-154060",2016-05-02,"5/8/2016","Standard Class","DL-12865","Dan Lawera","Consumer","Greensboro","South","FUR-CH-10002304","Furniture","Chairs",187.056,9,0.2,11.691,35.2145629,-79.8912675,37
"6428",6428,"North Carolina",8318,"CA-2017-130904",2017-04-11,"4/16/2017","Standard Class","HM-14980","Henry MacAllister","Consumer","Burlington","South","OFF-AR-10000422","Office Supplies","Art",1.752,1,0.2,0.1533,35.2145629,-79.8912675,37
"6429",6429,"North Carolina",3470,"CA-2015-100888",2015-04-06,"4/10/2015","Standard Class","MH-17455","Mark Hamilton","Consumer","Jacksonville","South","OFF-PA-10001019","Office Supplies","Paper",47.952,3,0.2,16.1838,35.2145629,-79.8912675,37
"6430",6430,"North Carolina",6029,"CA-2016-157364",2016-11-19,"11/21/2016","First Class","LT-17110","Liz Thompson","Consumer","Jacksonville","South","OFF-AR-10003752","Office Supplies","Art",18.48,2,0.2,6.006,35.2145629,-79.8912675,37
"6431",6431,"North Carolina",8924,"CA-2017-133928",2017-06-11,"6/17/2017","Standard Class","ZC-21910","Zuschuss Carroll","Consumer","Hickory","South","OFF-BI-10001525","Office Supplies","Binders",4.572,4,0.7,-3.81,35.2145629,-79.8912675,37
"6432",6432,"North Carolina",1841,"CA-2014-117345",2014-08-01,"8/5/2014","Standard Class","BF-10975","Barbara Fisher","Corporate","Charlotte","South","OFF-PA-10002377","Office Supplies","Paper",78.304,2,0.2,29.364,35.2145629,-79.8912675,37
"6433",6433,"North Carolina",7754,"CA-2015-158323",2015-11-30,"12/3/2015","First Class","AB-10600","Ann Blume","Corporate","Jacksonville","South","FUR-FU-10001546","Furniture","Furnishings",17.088,2,0.2,1.068,35.2145629,-79.8912675,37
"6434",6434,"North Carolina",7878,"CA-2015-148705",2015-03-12,"3/18/2015","Standard Class","EB-14170","Evan Bailliet","Consumer","Charlotte","South","OFF-LA-10001641","Office Supplies","Labels",5.04,2,0.2,1.764,35.2145629,-79.8912675,37
"6435",6435,"North Carolina",3386,"CA-2017-148404",2017-10-07,"10/11/2017","Standard Class","Dp-13240","Dean percer","Home Office","Charlotte","South","OFF-ST-10003208","Office Supplies","Storage",580.672,4,0.2,65.3256,35.2145629,-79.8912675,37
"6436",6436,"North Carolina",107,"CA-2017-119004",2017-11-23,"11/28/2017","Standard Class","JM-15250","Janet Martin","Consumer","Charlotte","South","TEC-AC-10003499","Technology","Accessories",74.112,8,0.2,17.6016,35.2145629,-79.8912675,37
"6437",6437,"North Carolina",359,"CA-2016-130001",2016-04-23,"4/28/2016","Standard Class","HK-14890","Heather Kirkland","Corporate","Charlotte","South","OFF-PA-10002666","Office Supplies","Paper",36.24,5,0.2,11.325,35.2145629,-79.8912675,37
"6438",6438,"North Carolina",2473,"US-2016-135923",2016-01-22,"1/28/2016","Standard Class","CM-11935","Carlos Meador","Consumer","Fayetteville","South","OFF-AP-10000692","Office Supplies","Appliances",64.864,4,0.2,6.4864,35.2145629,-79.8912675,37
"6439",6439,"North Carolina",2842,"US-2017-135062",2017-08-31,"9/4/2017","Second Class","RL-19615","Rob Lucas","Consumer","Fayetteville","South","OFF-PA-10000100","Office Supplies","Paper",229.544,7,0.2,83.2097,35.2145629,-79.8912675,37
"6440",6440,"North Carolina",6630,"CA-2015-125696",2015-10-02,"10/6/2015","Standard Class","NP-18685","Nora Pelletier","Home Office","Wilson","South","OFF-BI-10001757","Office Supplies","Binders",7.38,5,0.7,-5.412,35.2145629,-79.8912675,37
"6441",6441,"North Carolina",1040,"CA-2017-121818",2017-11-20,"11/21/2017","First Class","JH-15430","Jennifer Halladay","Consumer","Burlington","South","OFF-AR-10004790","Office Supplies","Art",28.728,3,0.2,1.7955,35.2145629,-79.8912675,37
"6442",6442,"North Carolina",8299,"US-2015-158911",2015-07-05,"7/11/2015","Standard Class","RS-19765","Roland Schwarz","Corporate","Charlotte","South","OFF-LA-10003223","Office Supplies","Labels",11.784,3,0.2,4.2717,35.2145629,-79.8912675,37
"6443",6443,"North Carolina",4997,"CA-2017-155824",2017-03-10,"3/15/2017","Standard Class","KS-16300","Karen Seio","Corporate","Raleigh","South","OFF-AP-10000390","Office Supplies","Appliances",48.784,1,0.2,3.6588,35.2145629,-79.8912675,37
"6444",6444,"North Carolina",4355,"CA-2017-153654",2017-11-24,"11/26/2017","Second Class","MD-17860","Michael Dominguez","Corporate","Asheville","South","OFF-BI-10004465","Office Supplies","Binders",19.008,8,0.7,-12.672,35.2145629,-79.8912675,37
"6445",6445,"North Carolina",1478,"CA-2016-121958",2016-11-13,"11/17/2016","Standard Class","CS-12505","Cindy Stewart","Consumer","Thomasville","South","OFF-SU-10000381","Office Supplies","Supplies",52.136,7,0.2,5.8653,35.2145629,-79.8912675,37
"6446",6446,"North Carolina",2972,"CA-2017-167941",2017-11-06,"11/9/2017","Second Class","JF-15565","Jill Fjeld","Consumer","Fayetteville","South","FUR-FU-10004671","Furniture","Furnishings",28.272,2,0.2,6.3612,35.2145629,-79.8912675,37
"6447",6447,"North Carolina",3282,"US-2014-117170",2014-09-17,"9/24/2014","Standard Class","KT-16465","Kean Takahito","Consumer","Raleigh","South","TEC-AC-10001109","Technology","Accessories",47.984,2,0.2,13.1956,35.2145629,-79.8912675,37
"6448",6448,"North Carolina",3518,"US-2016-113649",2016-08-09,"8/12/2016","First Class","HA-14920","Helen Andreada","Consumer","Fayetteville","South","TEC-PH-10002350","Technology","Phones",44.784,2,0.2,4.4784,35.2145629,-79.8912675,37
"6449",6449,"North Carolina",3517,"US-2016-113649",2016-08-09,"8/12/2016","First Class","HA-14920","Helen Andreada","Consumer","Fayetteville","South","OFF-PA-10000130","Office Supplies","Paper",30.816,9,0.2,9.63,35.2145629,-79.8912675,37
"6450",6450,"North Carolina",7664,"CA-2017-139493",2017-09-13,"9/19/2017","Standard Class","SG-20605","Speros Goranitis","Consumer","Asheville","South","OFF-AR-10003158","Office Supplies","Art",15.92,5,0.2,2.786,35.2145629,-79.8912675,37
"6451",6451,"North Carolina",793,"CA-2016-105256",2016-05-20,"5/20/2016","Same Day","JK-15730","Joe Kamberova","Consumer","Asheville","South","TEC-PH-10001530","Technology","Phones",1363.96,5,0.2,85.2475,35.2145629,-79.8912675,37
"6452",6452,"North Carolina",7677,"CA-2014-142951",2014-10-08,"10/8/2014","Same Day","JG-15115","Jack Garza","Consumer","Charlotte","South","TEC-AC-10002331","Technology","Accessories",23.472,3,0.2,4.9878,35.2145629,-79.8912675,37
"6453",6453,"North Carolina",8195,"CA-2015-141327",2015-11-30,"12/3/2015","First Class","LR-16915","Lena Radford","Consumer","Durham","South","FUR-FU-10000576","Furniture","Furnishings",335.744,2,0.2,25.1808,35.2145629,-79.8912675,37
"6454",6454,"North Carolina",4128,"CA-2014-127299",2014-09-19,"9/24/2014","Standard Class","JL-15835","John Lee","Consumer","Charlotte","South","OFF-ST-10003722","Office Supplies","Storage",67.344,6,0.2,7.5762,35.2145629,-79.8912675,37
"6455",6455,"North Carolina",6405,"CA-2015-156328",2015-11-30,"12/5/2015","Standard Class","RM-19375","Raymond Messe","Consumer","Raleigh","South","TEC-PH-10001198","Technology","Phones",177.48,3,0.2,19.9665,35.2145629,-79.8912675,37
